,Id,category,subcat
299,1000996836,outer,12015004001
300,1000997201,bottom,12015009005
301,1000998116,top,12015003005
302,1000998460,top,12015003007
303,1000998692,outer,12015004003
304,1000999489,bags,12016001001
305,1001002801,shoes,12016013001002
306,1001002815,bags,12016021008
307,1001002871,top,12015003007
308,1001002920,shoes,12016013004001
309,1001007401,bags,12016021006
310,1001008588,bottom,12015009002
311,1001010378,bottom,12015009003
312,1001010740,outer,12015004004
313,1001012304,top,12015003006
314,1001012381,top,12015003007
315,1001015128,top,12015003003
316,1001016995,bags,12016021006
317,1001017303,top,12015003003
318,1001022558,shoes,12016013003002
319,1001023455,outer,12015004004
320,1001023613,bags,12016001001
321,1001024841,top,12015003004
322,1001025382,bags,12016021008
323,1001027378,bags,12016021002
324,1001027467,outer,12015004002
325,1001031183,outer,12015004004
326,1001034483,bottom,12015009001
327,1001035598,bags,12016001001
328,1001036648,bottom,12015009002
329,1001040350,top,12015003003
330,1001041432,outer,12015004002
331,1001041679,bags,12016001001
332,1001046890,bottom,12015009001
333,1001051563,top,12015003007
334,1001051775,shoes,12016013007001
335,1001052771,bottom,12015009001
336,1001054633,shoes,12016013004002
337,1001054804,shoes,12016013001001
338,1001054944,shoes,12016013001001
339,1001055486,bottom,12015009003
340,1001056199,shoes,12016013004003
341,1001060061,outer,12015004002
342,1001060098,top,12015003005
343,1001060954,bags,12016001001
344,1001065324,bottom,12015009001
345,1001070974,top,12015003003
346,1001070977,bottom,12015009002
347,1001074484,bags,12016021008
348,1001074718,top,12015003004
349,1001083416,top,12015003007
350,1001083880,top,12015003004
351,1001084962,top,12015003005
352,1001088342,shoes,12016013005
353,1001089318,bottom,12015009005
354,1001095889,top,12015003005
355,1001096187,shoes,12016013007001
356,1001096395,bags,12016001003
357,1001104398,outer,12015004003
358,1001106805,shoes,12016013001004
359,1001107127,bottom,12015009005
360,1001109172,bags,12016001003
361,1001115274,bottom,12015009005
362,1001115758,bottom,12015009001
363,1001116018,top,12015003007
364,1001116119,top,12015003002
365,1001116501,bottom,12015009001
366,1001117338,top,12015003005
367,1001119345,shoes,12016013001005
368,1001124357,shoes,12016013004005
369,1001124785,bottom,12015009001
370,1001128364,top,12015003007
371,1001134232,shoes,12016013003002
372,1001138595,bottom,12015009003
373,1001138865,bags,12016021008
374,1001139163,bags,12016001003
375,1001144151,shoes,12016013003002
376,1001146657,outer,12015004002
377,1001146833,shoes,12016013007001
378,1001147264,top,12015003005
379,1001147553,bottom,12015009002
380,1001147990,bottom,12015009004
381,1001150367,bags,12016001003
382,1001150694,shoes,12016013007001
383,1001154001,shoes,12016013003002
384,1001154350,bags,12016021003
385,1001158964,bottom,12015009004
386,1001159712,top,12015003005
387,1001160633,bottom,12015009005
388,1001162406,bottom,12015009004
389,1001166343,shoes,12016013003002
390,1001166444,top,12015003007
391,1001167560,shoes,12016013003002
392,1001167915,bottom,12015009004
393,1001169450,bottom,12015009003
394,1001169762,bags,12016021008
395,1001170183,bottom,12015009005
396,1001173526,bags,12016001001
397,1001175182,shoes,12016013004005
398,1001175418,shoes,12016013001004
399,1001175494,bottom,12015009003
400,1001178203,top,12015003004
401,1001179994,bags,12016021008
402,1001180052,shoes,12016013007001
403,1001181692,shoes,12016013003002
404,1001182582,bottom,12015009002
405,1001183023,bottom,12015009003
406,1001183140,bottom,12015009003
407,1001186586,outer,12015004001
408,1001187398,bottom,12015009003
409,1001187760,bags,12016001001
410,1001191625,top,12015003005
411,1001194016,shoes,12016013003002
412,1001199465,top,12015003004
413,1001199984,top,12015003004
414,1001200631,shoes,12016013007001
415,1001202180,bags,12016001009
416,1001203448,bottom,12015009004
417,1001206265,shoes,12016013001004
418,1001206544,bags,12016021006
419,1001206678,shoes,12016013003001
420,1001207214,bottom,12015009005
421,1001207554,bags,12016001001
422,1001209105,shoes,12016013003003
423,1001211861,bags,12016001001
424,1001212984,bags,12016001009
425,1001213048,bags,12016001009
426,1001213101,bags,12016001009
427,1001213193,bags,12016001009
428,1001216314,top,12015003007
429,1001216715,bottom,12015009003
430,1001217539,top,12015003007
431,1001218003,bags,12016001003
432,1001225777,bottom,12015009004
433,1001228781,bottom,12015009002
434,1001229241,bags,12016001008
435,1001229410,shoes,12016013003003
436,1001229511,bottom,12015009004
437,1001232480,bags,12016001001
438,1001233142,bags,12016001009
439,1001236389,bags,12016001009
440,1001236863,bags,12016001009
441,1001239518,shoes,12016013007001
442,1001242006,shoes,12016013004005
443,1001242147,shoes,12016013003003
444,1001243794,shoes,12016013003001
445,1001243817,bottom,12015009004
446,1001246437,shoes,12016013003001
447,1001248774,top,12015003004
448,1001249023,top,12015003005
449,1001252410,top,12015003002
450,1001255312,top,12015003002
451,1001256253,shoes,12016013003001
452,1001257204,top,12015003007
453,1001257512,shoes,12016013003004
454,1001259151,bags,12016001009
455,1001259194,bags,12016001001
456,1001259829,bottom,12015009004
457,1001261125,outer,12015004003
458,1001262486,shoes,12016013003003
459,1001263119,top,12015003005
460,1001263200,top,12015003005
461,1001263630,bottom,12015009005
462,1001266232,bottom,12015009001
463,1001266881,shoes,12016013003001
464,1001269066,bottom,12015009004
465,1001269694,bottom,12015009003
466,1001272802,top,12015003003
467,1001272809,bottom,12015009004
468,1001273718,outer,12015004002
469,1001275579,top,12015003006
470,1001277965,outer,12015004003
471,1001278417,top,12015003003
472,1001278566,top,12015003002
473,1001280671,top,12015003004
474,1001280949,top,12015003003
475,1001283125,top,12015003004
476,1001283288,bags,12016001001
477,1001283831,bags,12016001003
478,1001287384,top,12015003007
479,1001287866,bags,12016001002
480,1001288472,top,12015003004
481,1001288822,bottom,12015009001
482,1001289319,bags,12016001001
483,1001290400,shoes,12016013001004
484,1001292010,bottom,12015009003
485,1001292880,top,12015003007
486,1001293724,bottom,12015009003
487,1001293748,top,12015003005
488,1001294368,bottom,12015009003
489,1001294657,shoes,12016013003004
490,1001299144,top,12015003006
491,1001300420,bags,12016001002
492,1001302738,top,12015003006
493,1001303308,bags,12016001004001
494,1001303617,top,12015003006
495,1001303710,top,12015003002
496,1001304047,bottom,12015009004
497,1001304472,bags,12016001001
498,1001305512,bags,12016021006
499,1001305602,top,12015003004
500,1001306277,top,12015003005
501,1001306294,shoes,12016013003005
502,1001310701,top,12015003007
503,1001316711,top,12015003007
504,1001321041,top,12015003004
505,1001323049,bags,12016001001
506,1001323251,top,12015003006
507,1001323518,top,12015003004
508,1001324849,bags,12016001004003
509,1001328241,top,12015003005
510,1001328388,top,12015003005
511,1001328683,shoes,12016013003003
512,1001329262,shoes,12016013003001
513,1001329379,shoes,12016013001004
514,1001329386,shoes,12016013003004
515,1001331287,bags,12016001001
516,1001336004,top,12015003005
517,1001336068,top,12015003004
518,1001337121,top,12015003004
519,1001337545,shoes,12016013005
520,1001338174,shoes,12016013003002
521,1001340693,bags,12016001004001
522,1001343571,shoes,12016013003001
523,1001344163,top,12015003003
524,1001344593,shoes,12016013003001
525,1001345530,shoes,12016013003001
526,1001345621,shoes,12016013003001
527,1001346965,shoes,12016013003003
528,1001349640,top,12015003004
529,1001349810,shoes,12016013001001
530,1001350422,bottom,12015009003
531,1001352185,shoes,12016013003002
532,1001352488,top,12015003003
533,1001352505,top,12015003006
534,1001352510,shoes,12016013001001
535,1001352593,top,12015003002
536,1001355264,bags,12016021008
537,1001356106,top,12015003003
538,1001357568,shoes,12016013003003
539,1001357582,shoes,12016013001001
540,1001360574,shoes,12016013005
541,1001362261,shoes,12016013001004
542,1001365876,bottom,12015009005
543,1001366604,shoes,12016013003004
544,1001367977,shoes,12016013003001
545,1001368082,top,12015003006
546,1001368083,bags,12016001001
547,1001369641,bags,12016001003
548,1001369841,top,12015003004
549,1001370319,bottom,12015009003
550,1001370862,bottom,12015009005
551,1001372253,bags,12016001001
552,1001372393,shoes,12016013003001
553,1001377520,bottom,12015009002
554,1001378438,shoes,12016013001001
555,1001379443,top,12015003005
556,1001382278,top,12015003005
557,1001383768,shoes,12016013003002
558,1001384360,bottom,12015009004
559,1001384655,bottom,12015009004
560,1001389079,top,12015003005
561,1001389328,bags,12016001004001
562,1001391321,bottom,12015009004
563,1001391600,bags,12016021003
564,1001391620,top,12015003007
565,1001395685,bags,12016001001
566,1001398130,top,12015003005
567,1001405658,bags,12016001001
568,1001408571,top,12015003005
569,1001410340,bags,12016021008
570,1001410513,top,12015003007
571,1001410723,bottom,12015009003
572,1001410840,bottom,12015009003
573,1001412745,bottom,12015009004
574,1001413616,bottom,12015009005
575,1001413671,bags,12016001001
576,1001414298,bottom,12015009003
577,1001414395,bags,12016001003
578,1001415372,bags,12016001003
579,1001420466,shoes,12016013001004
580,1001420532,bottom,12015009003
581,1001420981,bags,12016001001
582,1001420997,bags,12016021008
583,1001424892,bottom,12015009003
584,1001424896,bottom,12015009004
585,1001426289,bottom,12015009005
586,1001426960,bottom,12015009003
587,1001427204,bags,12016021006
588,1001427212,bags,12016021003
589,1001427220,bags,12016021006
590,1001427277,top,12015003004
591,1001428927,bottom,12015009003
592,1001433464,shoes,12016013001004
593,1001435942,bottom,12015009004
594,1001436087,top,12015003005
595,1001436208,shoes,12016013001004
596,1001436521,bottom,12015009003
597,1001437337,bottom,12015009005
598,1001438797,top,12015003005
599,1001439558,top,12015003005
600,1001439925,shoes,12016013001004
601,1001441047,shoes,12016013002003
602,1001442309,top,12015003004
603,1001442950,shoes,12016013003001
604,1001443451,bags,12016001007
605,1001444289,shoes,12016013003002
606,1001444765,top,12015003007
607,1001452993,shoes,12016013001004
608,1001454437,shoes,12016013003001
609,1001458296,bottom,12015009003
610,1001461185,bags,12016001003
611,1001462064,shoes,12016013003004
612,1001462184,bags,12016021003
613,1001462304,bags,12016021006
614,1001463287,top,12015003007
615,1001467186,shoes,12016013002001
616,1001467312,shoes,12016013002001
617,1001467386,top,12015003007
618,1001467701,shoes,12016013007001
619,1001467826,top,12015003005
620,1001470359,bags,12016001009
621,1001470492,bags,12016001009
622,1001471387,bags,12016001009
623,1001475342,top,12015003007
624,1001482685,top,12015003003
625,1001483065,top,12015003002
626,1001484659,shoes,12016013003002
627,1001488194,shoes,12016013001004
628,1001488303,shoes,12016013003002
629,1001488789,top,12015003004
630,1001488940,top,12015003007
631,1001489508,shoes,12016013001004
632,1001491848,top,12015003004
633,1001494705,bottom,12015009005
634,1001495066,bottom,12015009003
635,1001495880,shoes,12016013003002
636,1001496145,bags,12016001001
637,1001497523,bags,12016021006
638,1001502479,bags,12016021002
639,1001502721,bottom,12015009003
640,1001502783,bottom,12015009002
641,1001504905,shoes,12016013007001
642,1001506492,top,12015003003
643,1001507086,shoes,12016013001004
644,1001507133,shoes,12016013007001
645,1001510764,top,12015003003
646,1001512538,top,12015003004
647,1001517579,top,12015003005
648,1001518766,shoes,12016013003002
649,1001520290,bags,12016021008
650,1001520511,top,12015003006
651,1001522322,top,12015003004
652,1001522819,top,12015003003
653,1001522922,top,12015003003
654,1001523053,bottom,12015009002
655,1001524859,bottom,12015009005
656,1001526207,top,12015003003
657,1001526449,top,12015003007
658,1001527779,top,12015003007
659,1001527869,bags,12016001001
660,1001530305,top,12015003007
661,1001531487,top,12015003004
662,1001531810,shoes,12016013004005
663,1001536466,bottom,12015009004
664,1001536611,top,12015003005
665,1001536641,shoes,12016013003003
666,1001538252,top,12015003007
667,1001539394,shoes,12016013001004
668,1001539809,top,12015003005
669,1001543348,top,12015003005
670,1001544031,bags,12016021008
671,1001546205,bags,12016001001
672,1001549595,bags,12016001003
673,1001551027,shoes,12016013003002
674,1001556375,shoes,12016013001004
675,1001557354,shoes,12016013003001
676,1001557557,shoes,12016013002002
677,1001557641,bags,12016001003
678,1001562664,bottom,12015009005
679,1001562774,shoes,12016013003001
680,1001563787,bottom,12015009003
681,1001564123,bags,12016001009
682,1001564227,outer,12015004002
683,1001564736,shoes,12016013002002
684,1001564876,bottom,12015009003
685,1001565071,top,12015003007
686,1001566928,bags,12016001001
687,1001568297,bags,12016001001
688,1001569040,bags,12016001001
689,1001571216,shoes,12016013003004
690,1001571230,shoes,12016013002002
691,1001574166,bottom,12015009003
692,1001574916,top,12015003007
693,1001575033,top,12015003007
694,1001575683,top,12015003003
695,1001577918,bottom,12015009002
696,1001577937,top,12015003004
697,1001581661,bottom,12015009003
698,1001587208,bags,12016001001
699,1001587444,bags,12016021006
700,1001594594,bags,12016001001
701,1001594709,bags,12016021008
702,1001594841,top,12015003005
703,1001594929,top,12015003003
704,1001594949,bags,12016021001
705,1001595099,bags,12016001002
706,1001595752,shoes,12016013001004
707,1001596172,bags,12016021008
708,1001596479,bags,12016001001
709,1001596964,bags,12016001008
710,1001599480,bottom,12015009004
711,1001599537,bottom,12015009004
712,1001600582,shoes,12016013001001
713,1001600585,shoes,12016013001001
714,1001601236,bottom,12015009003
715,1001605604,top,12015003007
716,1001605672,bags,12016021006
717,1001605980,bags,12016001003
718,1001607102,bottom,12015009004
719,1001609189,bags,12016001009
720,1001609702,bags,12016001001
721,1001611788,shoes,12016013003001
722,1001617229,bags,12016001003
723,1001621381,shoes,12016013003002
724,1001621736,bags,12016021006
725,1001621812,bags,12016021004
726,1001629160,shoes,12016013001004
727,1001630295,shoes,12016013004005
728,1001630795,bottom,12015009003
729,1001633176,bags,12016001003
730,1001635716,top,12015003007
731,1001635893,bags,12016001003
732,1001635972,shoes,12016013003001
733,1001636103,top,12015003004
734,1001636107,shoes,12016013003004
735,1001637149,bags,12016001009
736,1001637428,shoes,12016013003002
737,1001640329,bags,12016001009
738,1001642463,bags,12016001008
739,1001644093,bags,12016001009
740,1001647241,top,12015003005
741,1001647922,bags,12016021008
742,1001651903,bags,12016021008
743,1001652104,bags,12016021002
744,1001653053,shoes,12016013004005
745,1001653099,bags,12016001003
746,1001653512,bottom,12015009005
747,1001654828,top,12015003005
748,1001655653,bags,12016001004001
749,1001656977,shoes,12016013003002
750,1001657760,top,12015003007
751,1001658288,bags,12016001001
752,1001658600,top,12015003003
753,1001658617,bags,12016001004001
754,1001659045,top,12015003004
755,1001659101,bottom,12015009004
756,1001661010,bags,12016001001
757,1001661014,top,12015003007
758,1001663740,bags,12016001003
759,1001664472,top,12015003005
760,1001664552,top,12015003005
761,1001665247,bags,12016001001
762,1001666018,bags,12016001001
763,1001666323,top,12015003004
764,1001668341,bottom,12015009005
765,1001668845,bags,12016001004001
766,1001668869,bottom,12015009003
767,1001670267,bottom,12015009004
768,1001670717,top,12015003007
769,1001671863,bags,12016001009
770,1001676028,top,12015003007
771,1001676034,top,12015003005
772,1001676278,bottom,12015009005
773,1001676765,bottom,12015009005
774,1001680303,bottom,12015009001
775,1001680371,top,12015003007
776,1001681499,top,12015003002
777,1001682820,shoes,12016013003001
778,1001684063,shoes,12016013007001
779,1001685304,bags,12016001001
780,1001686018,bottom,12015009005
781,1001686756,top,12015003006
782,1001689789,bags,12016021006
783,1001690910,top,12015003005
784,1001690918,outer,12015004003
785,1001691386,shoes,12016013003001
786,1001695398,shoes,12016013001004
787,1001695698,bags,12016001001
788,1001696593,top,12015003006
789,1001696950,top,12015003004
790,1001697439,shoes,12016013007001
791,1001700404,top,12015003005
792,1001700821,top,12015003005
793,1001702761,shoes,12016013003004
794,1001704779,bags,12016001001
795,1001705839,top,12015003005
796,1001705846,top,12015003005
797,1001706827,bags,12016001003
798,1001707316,bags,12016021003
799,1001707422,shoes,12016013007001
800,1001708502,outer,12015004002
801,1001709380,bags,12016001003
802,1001709753,bottom,12015009004
803,1001709897,bags,12016021004
804,1001710284,top,12015003006
805,1001713009,shoes,12016013001001
806,1001713741,top,12015003004
807,1001714400,bags,12016001001
808,1001715619,shoes,12016013007001
809,1001715855,bottom,12015009003
810,1001717181,bags,12016021008
811,1001718479,shoes,12016013001004
812,1001719288,bottom,12015009005
813,1001719896,bottom,12015009005
814,1001719912,bottom,12015009005
815,1001721528,bags,12016021008
816,1001722654,top,12015003002
817,1001722785,bags,12016001001
818,1001724065,shoes,12016013007001
819,1001725065,outer,12015004002
820,1001725318,bags,12016001001
821,1001725361,bags,12016001001
822,1001725529,bottom,12015009004
823,1001726640,top,12015003007
824,1001727486,outer,12015004002
825,1001729145,bags,12016021008
826,1001730529,top,12015003005
827,1001733328,top,12015003004
828,1001733998,bottom,12015009005
829,1001734748,bags,12016001003
830,1001736525,shoes,12016013001002
831,1001736867,top,12015003005
832,1001738770,top,12015003004
833,1001739284,bottom,12015009005
834,1001740000,top,12015003005
835,1001740157,bags,12016021008
836,1001742159,top,12015003003
837,1001743840,bottom,12015009002
838,1001743907,shoes,12016013004004
839,1001744468,top,12015003007
840,1001747407,shoes,12016013003002
841,1001748727,shoes,12016013001004
842,1001751798,top,12015003006
843,1001752394,shoes,12016013009
844,1001755537,shoes,12016013004005
845,1001756434,bottom,12015009005
846,1001756674,outer,12015004002
847,1001756737,top,12015003004
848,1001756755,top,12015003006
849,1001761099,outer,12015004002
850,1001761156,shoes,12016013001004
851,1001761380,bottom,12015009005
852,1001761894,bags,12016021003
853,1001762368,shoes,12016013004005
854,1001764292,top,12015003006
855,1001772221,bags,12016001003
856,1001772834,bottom,12015009005
857,1001773038,bags,12016001003
858,1001773267,bottom,12015009001
859,1001773849,top,12015003007
860,1001774367,top,12015003006
861,1001774518,shoes,12016013001002
862,1001774940,bags,12016001001
863,1001775690,top,12015003004
864,1001778333,top,12015003002
865,1001780445,top,12015003007
866,1001780643,bottom,12015009004
867,1001780680,top,12015003002
868,1001783424,bags,12016001001
869,1001784116,bags,12016001001
870,1001785028,bottom,12015009003
871,1001785257,shoes,12016013007001
872,1001786242,top,12015003004
873,1001786682,bags,12016021006
874,1001787681,shoes,12016013004005
875,1001787911,outer,12015004002
876,1001789906,shoes,12016013001002
877,1001790535,top,12015003005
878,1001793085,top,12015003007
879,1001794208,shoes,12016013001004
880,1001794372,top,12015003004
881,1001794664,top,12015003006
882,1001794683,shoes,12016013004002
883,1001795167,top,12015003007
884,1001796646,top,12015003005
885,1001797808,top,12015003006
886,1001798938,outer,12015004003
887,1001799309,shoes,12016013003004
888,1001799861,top,12015003007
889,1001799938,bottom,12015009005
890,1001800148,shoes,12016013001002
891,1001800163,top,12015003003
892,1001800703,top,12015003005
893,1001800719,shoes,12016013004002
894,1001800812,bottom,12015009004
895,1001800836,outer,12015004003
896,1001804358,shoes,12016013001004
897,1001804557,bottom,12015009003
898,1001804940,shoes,12016013004005
899,1001805418,top,12015003006
900,1001805530,top,12015003007
901,1001806110,top,12015003005
902,1001806219,top,12015003006
903,1001807454,bottom,12015009005
904,1001808143,top,12015003005
905,1001810166,shoes,12016013001002
906,1001811626,top,12015003007
