,product_id,all_tags,tag_len
117,1000560938,"['무광', '가죽', '레깅스', '기모', '레깅스', '기본', '기본', '무광', '레깅스']",9
118,1001773267,"['레이어', '드', '환절기', '이지', '캐', '주얼', '일상패션', '꾸러기', '패션']",9
119,2530240823,"['면', '레깅스', '면스판', '레깅스', '쫄바', '쫄', '바지', '레깅스', '부', '레깅스', '부', '레깅스', '베이직', '레깅스', '기본', '레깅스', '여성', '레깅스', '봄', '레깅스']",20
120,2493365212,"['레이어', '드', '데', '일리', '공항', '캐', '쥬얼', '여성', '스포', '티', '영캐', '주얼']",12
121,1001052771,"['놈', '코어']",2
122,2268500945,[],0
123,2519839965,"['봄', '레깅스', '운동', '레깅스', '요가', '레깅스', '허리', '편안한', '레이어', '드코디', '트레이닝', '애', '슬레', '저', '라인', '레깅스', '배색', '레깅스', '캐', '주얼', '패션']",21
124,2176608424,"['간편', '한코', '디', '빅사', '이즈', '레깅스', '빅사', '이즈', '치마', '레깅스', '빅사', '이즈', '롱', '치마', '레깅스', '여성', '가을', '치마', '레깅스', '레이온', '레깅스', '여성', '레깅스', '플레어', '치마', '레깅스']",26
125,2178247700,"['삥줄', '레깅스', '라인', '레깅스', '시', '보리', '레깅스', '스포', '티', '레깅스', '배색', '레깅스', '줄', '레깅스', '줄', '레깅스']",16
126,1002487846,"['깔끔한', '심플', '슬림', '신축', '좋', '일상패션']",6
127,2559147347,"['면', '레깅스', '스판', '레깅스', '랍빠', '레깅스', '줄', '레깅스', '옆', '라인', '레깅스', '라인', '레깅스', '부', '레깅스', '편한', '레깅스', '삥줄', '레깅스', '봄', '레깅스']",21
128,2600505325,"['빈티지룩', '나들이', '봄', '여성', '대여', '대여']",6
129,1002930186,"['트레이닝', '레깅스', '레깅스', '팬츠', '여자', '봄', '레깅스', '레깅스', '레깅스', '코디', '삥줄', '레깅스', '요가', '레깅스', '시', '보리', '레깅스', '여자', '레깅스', '여성', '레깅스']",21
130,2272896147,"['벨벳', '레깅스', '여자', '레깅스', '레깅스', '코디', '가을', '레깅스', '겨울', '레깅스', '띠', '레깅스', '배색', '레깅스', '짱', '레깅스', '레이어', '드코디', '캐', '쥬얼', '코디']",21
131,2235937149,"['빅사', '이즈', '치마', '레깅스', '빅사', '이즈', '레깅스', '롱', '치마', '레깅스', '스커트', '레깅스', '기모', '치마', '레깅스', '기모', '레깅스', '가을', '레깅스', '겨울', '레깅스', '넉넉한', '맘스']",23
132,2177258430,"['여름', '바캉스', '시원', '여자', '워터', '레깅스', '빅사', '이즈', '워터', '레깅스', '여자', '워터', '치마', '레깅스', '레쉬', '가드', '수영복', '치마', '레깅스', '수영복']",20
133,1002423182,"['스트라이프', '귀여운', '스포', '티', '슬림', '다양한', '연출']",7
134,1002657879,"['스트라이프', '스트릿', '패션', '스타', '일리', '쉬', '일상패션']",7
135,2377937847,"['여성', '골지', '레깅스', '겨울', '레깅스', '여성', '겨울', '레깅스', '골지', '레깅스', '부', '레깅스', '여성', '부', '레깅스']",15
136,1002317056,"['니트', '레깅스', '니트', '골지', '레깅스', '기모', '골지', '레깅스', '골지', '레깅스', '팬츠', '예쁜', '레깅스', '쫄', '바지', '레깅스', '기모', '바지', '기모', '레깅스', '기모', '치마', '레깅스']",23
137,1002505586,"['융털', '레깅스', '무지', '레깅스', '핀탁', '레깅스', '데이트', '겨울', '레깅스', '밍크', '융털', '핀탁융', '레깅스', '슬림', '레깅스']",15
138,1000195095,[],0
139,1002504004,"['클로슈', '캐', '쥬얼', '스판', '레깅스', '기모', '레깅스', '밍크', '레깅스', '부', '레깅스', '겨울', '레깅스', '홈웨어', '마', '실룩', '레깅스', '팬츠']",18
140,1002371598,"['다양한', '연출', '이지', '캐', '주얼', '신축', '좋', '일상패션', '세탁', '편한']",10
141,2527959138,"['스포츠', '레깅스', '줄', '레깅스', '봄', '레깅스', '스판', '레깅스', '지퍼', '레깅스', '옆', '라인', '레깅스', '부', '레깅스', '여자', '레깅스', '운동', '레깅스', '레깅스']",20
142,1002424541,"['레깅스', '팬츠', '기모', '스키', '기모', '레깅스', '줄기', '모', '레깅스', '메이', '메이']",11
143,2147061062,[],0
144,2174746293,"['앞핀턱', '레깅스', '부츠', '컷', '레깅스', '핀턱', '팬츠', '베이직', '스타일', '캐', '쥬얼', '편안', '한코', '디', '착용', '감', '좋', '데', '일리', '스타일', '내추럴', '트레이닝', '바지']",23
145,2586872202,"['일상패션', '코디', '패셔너블', '모더니즘', '어디', '코디', '가능한', '스타', '일리', '쉬', '스포', '티', '신혼여행', '간절', '기', '유니크', '대여']",17
146,2340305734,"['기모', '레깅스', '치마', '레깅스', '기모', '치마', '레깅스', '데', '일리', '레깅스', '피치', '레깅스', '레깅스', '치마', '레깅스', '코디', '피치', '기모', '레깅스']",19
147,2643853467,"['쫀쫀', '레깅스', '핏', '예쁜', '바지', '슬림핏', '팬츠', '나팔', '바지', '유니크', '패션', '스타', '일리', '쉬', '핏좋', '봄', '좋', '데', '일리', '레깅스']",20
148,2347697644,"['데', '일리', '스타일리시', '흔하지', '가죽', '레깅스', '가죽', '레깅스', '팬츠', '가죽', '레깅스', '코디', '기모', '가죽', '레깅스', '기모', '레깅스', '배색', '레깅스', '대여']",20
149,2327319735,"['오오', '티디', '검정', '레깅스', '레', '레깅스', '절개', '레깅스', '블랙', '레깅스', '기모', '레깅스', '가죽', '레깅스']",14
150,1003584389,"['빅사', '이즈', '레깅스', '사이즈', '레깅스', '사이즈', '레깅스', '뚱', '뚱녀', '레깅스', '하체', '비만', '레깅스', '여름', '레깅스', '여름', '빅사', '이즈', '레깅스', '레이온', '레깅스']",21
151,1003232233,"['여성', '레깅스', '여자', '레깅스', '여성', '레깅스', '팬츠', '여자', '레깅스', '팬츠', '여성', '봄', '레깅스', '여자', '봄', '레깅스', '레깅스', '코디', '여성', '레깅스', '코디', '밴딩', '팬츠']",23
152,1000964674,"['무광', '레깅스', '레', '레깅스', '가죽', '레깅스', '가죽', '바지', '가죽', '팬츠', '데', '일리', '레깅스', '레깅스', '팬츠', '레깅스', '바지']",17
153,2365055366,"['기모', '레깅스', '기모', '레깅스', '팬츠', '기모', '레깅스', '바지', '겨울', '기모', '레깅스', '겨울', '기모', '바지', '겨울', '기모', '팬츠', '절개', '바지', '절개', '레깅스', '기모', '바지', '레깅스', '코디']",25
